Name,DiscRef,r_SpT,r_radius,r_log_g,r_Teff,r_Mass,r_D_Trig,r_pm,r_SDSS,r_PanSTARRS_y,JHKRef,MKORef,r_Peculiarities,r_Member,r_Gaia-G,r_RV,Polarization Ref,r_IRAC3p6,r_IRAC4p5,r_MKO-Y,r_Variable,r_Variable_period,r_IRAC5p8,r_IRAC8,r_MKO-L
J180839.55+070021.7,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1809+3838,Luhman2012b,Mace2013,,,,,,,PS1,PS1,,,,,,,,Mace2013,Mace2013,,,,,,
J18092457-4104351,Beamin2017,,,,,,Beamin2017,Beamin2017,,,2MASS,,,,,,,,,,,,,,
J272.4689-04.8036,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,Best2013,,Best2015,,,,,,,,,,,
2MASS J18115567+2728407,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
J1812+2721,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,Kirkpatrick2011,,,,,,Mace2013,Mace2013,,,,,,
J1812+2007,Mace2013,Mace2013,,,,,,,PS1,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J1813+5101,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1813+2835,Mace2013,Mace2013,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,Mace2013,Mace2013,,,,,,
J274.0908+30.5470,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
2M1821+14,Looper2008,Sahlmann2016,,Gagne2015c,Faherty2016,Sahlmann2016,Sahlmann2016,Sahlmann2016,PS1,PS1,2MASS,,Liu2016,,,Faherty2016,,,,,,,,,
J276.0671-01.9863,Best2015,,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J182518.43-413015.7,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
LSR1826,Zhang2017,Zhang2017,,Zhang2017,Zhang2017,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J276.8234+22.4380,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISEPA J182831.08+265037.8,Cushing2011,Leggett2017,,,,,Dupuy2013,,PS1,PS1,,Kirkpatrick2011,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
1828-4849,Burgasser2004,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Burgasser2004,,,2MASS,,,,,,,,,,Radigan2014a,Radigan2014a,,,
J277.7441+45.7160,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,Mace2013,Mace2013,,,,,,
1835+3259,,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,,2MASS,,,,,,,,,,,,,,
J1835-7912,Kirkpatrick2016,Kirkpatrick2016,,,,,,,APASS9,,,,,,,,,,,,,,,,
J1839+2952,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J1840+2932,Mace2013,Mace2013,,,,,,,PS1,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
1841+3117,Kirkpatrick2000,Kirkpatrick2000,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Vrba2004,Vrba2004,PS1,PS1,2MASS,,Kirkpatrick2000,,,,,,,,,,,,
J280.2973+63.2600,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1841+7000,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,Kirkpatrick2011,Gelino2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1842+2104,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,Gaia1,,,,,,,,,,
1843+4040,,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
SCR J1845-6357 B,Biller2006,Kasper2007,,,,,Henry2006,Henry2006,,,2MASS,,Kasper2007,,,,,,,,,,,,
J1846-5706,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J282.5878+34.7691,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1850-5019,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J282.7576+59.5858,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,Thompson2013,,Gaia1,,,,,,,,,,
J1852+3537,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J284.7214+39.3189,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J1901+4718,Burgasser2004,Burgasser2006,,,,,,Burgasser2004,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1901-3700,Martin2010,Martin2010,,,,,,GagneBDs,,,2MASS,,,,Gaia1,,,,,,,,,,
J1906+4508,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1906+4011,Gizis2011,Gizis2011,,,,,,Gizis2011,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISEA J190722.56+472745.3,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1909-5204,Mace2013,Mace2013,,,,,,,,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J1909-1937,Phan-Bao2008,Phan-Bao2008,,,,,,Phan-Bao2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J191011.03+563429.3,Schneider2016,Schneider2016,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J1913+6444,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1916-3700,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
1916+0508,VanBiesbroeck1961,SkiffBMK,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1917+7755,Reid2008,Reid2008,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J289.8149+30.7664,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J1922+6610,Reid2008,Reid2008,,,,,,GagneBDs,PS1,PS1,2MASS,,Reid2008,,Gaia1,,,,,,,,,,
J291.2688+68.5310,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J192714.29+383754.2,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1928+2356,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,Mace2013,Mace2013,,,,,,
J1928-4356,Reid2008,Reid2008,,,,,,GagneBDs,,,2MASS,,Marocco2013,,,,,,,,,,,,
J1929-4425,Lodieu2012,Lodieu2012,,,,,,,,,,,,,,,,,,,,,,,
PSO J292.9-06,Aller2016,Aller2016,,,,,,Aller2016,PS1,PS1,2MASS,Aller2016,,Aller2016,,,,,,,,,,,
J1934-4214,Luhman2014a,Luhman2014a,,,,,,Luhman2014a,,,2MASS,,Luhman2014a,,,,,,,,,,,,
J1934-2142,Delorme2008b,Delorme2008b,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1935-6200,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
2MASS J19355595-2846343,Faherty2016,Faherty2016,,Gagne2015c,,,Liu2016,Faherty2016,PS1,PS1,2MASS,,Faherty2016,,,,,,,,,,,,
J1936-5502,Reid2008,Reid2008,,,,,Faherty2012,Schmidt2007,,,2MASS,,,,,,,,,,Radigan2014a,Radigan2014a,,,
J1939-5216,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J1940+6346,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,Gaia1,,,,,,,,,,
J1941-0208,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J1941+6826,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J296.0820+35.7035,Best2015,,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J194421.56+364406.9,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J194544.67+465236.5,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J1949+6222,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2010,,,Kirkpatrick2010,,,,,,,,,
J1951-3311,Thompson2013,Thompson2013,,,,,,GagneBDs,PS1,,2MASS,,Thompson2013,,,,,,,,,,,,
J1952+7240,Kirkpatrick2011,Kirkpatrick2011,,,,,,,PS1,PS1,2MASS,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J1953-0229,Luhman2014a,Luhman2014a,,,,,,Luhman2014a,PS1,PS1,2MASS,,Luhman2014a,,Gaia1,,,,,,,,,,
J1954+6915,Mace2013,Mace2013,,,,,,,,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J1955-2540,Mace2013,Mace2013,,,,,,,PS1,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J1956-1754,Kendall2007,Reid2008,,,,,,Hambly2001,PS1,PS1,2MASS,,,,,,,,,,,,,,
J1956-7542,Reid2008,Cruz2009,,,,,,Faherty2016,,,2MASS,,Cruz2009,,,,,,,,,,,,
J1959-3338,Kirkpatrick2011,Kirkpatrick2011,,,,,,GagneBDs,PS1,,2MASS,Kirkpatrick2011,,,,,,Mace2013,Mace2013,,,,,,
2MASS J20004841-7523070,Faherty2016,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,,Faherty2016,,,2MASS,Cushing2014,Faherty2016,Faherty2016,Gaia1,Faherty2016,Menard2002,,,,,,,,
J2000+3629,Cushing2014,Cushing2014,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Cushing2014,Cushing2014,,,,,,
J2002-0521,Cruz2007,Faherty2016,,Gagne2015c,Gagne2015c,,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,,,,,,,,,,,,
J2002-4433,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,,,,,,,,,,,
J2002-1316,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,PS1,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J2004-2637,Thompson2013,Kirkpatrick2016,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
Gl 779 B,Liu2002b,Liu2002b,,,,,VanLeuuwen2007 (host),HSOY,PS1,,2MASS,,Liu2002,,HSOY,,,,,,,,,,
J2005-6258,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
Wolf 1130 C,Mace2013b,Mace2013b,,,,,VanLeuuwen2007 (host),Mace2013b,PS1,PS1,,Mace2013b,Mace2013b,,,,,Mace2013b,Mace2013b,,,,,,
J2007+7001,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,Gaia1,,,,,,,,,,
J2008-0834,Mace2013,Mace2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J2008+7030,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J2011+7153,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2011-5048,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,Gaia1,,,,,,,,,,
WISEA J201204.11+672608.0,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,PS1,Schneider2017,,,,,,,,,,,,,,
J2013-1242,Martin2010,Martin2010,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
2MASS J20135152-2806020,Reid2008,Faherty2016,Gagne2015c,Gagne2015c,,Gagne2015c,Liu2016,Faherty2016,PS1,PS1,2MASS,,Liu2016,,Gaia1,Faherty2016,,,,,,,,,
J2014+0424,Mace2013,Mace2013,,,,,,,PS1,,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J303.7105+31.9331,Best2015,,,,,,,,PS1,PS1,Best2015,,,,,,,,,,,,,,
WISEA J201530.67-421542.5,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,,,,,,,,,,,,,
J2015+6646,Mace2013,Mace2013,,,,,,,,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J201807.06+274026.2,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J2018-7423,Kirkpatrick2011,Kirkpatrick2011,,,,,,Burgasser2011,,,,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
WISEA J201826.00-332207.3,Schneider2017,Schneider2017,,,,,,Schneider2017,PS1,,2MASS,,,,,,,,,,,,,,
J304.7573-07.2350,Best2015,Best2015,,,,,,Best2015,PS1,,2MASS,,,,,,,,,,,,,,
J2019-1148,Mace2013,Mace2013,,,,,,,PS1,PS1,2MASS,Mace2013,,,,,,Mace2013,Mace2013,,,,,,
J2022-5645,Gagne2015c,Gagne2015c,,,,,,HSOY,,,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
PSO J306.0+16,Aller2016,Aller2016,,,,,,Aller2016,PS1,PS1,2MASS,Aller2016,,Aller2016,,,,,,,,,,,
J2026-2943,Cruz2007,Cruz2007,,,,,,Jameson2008,PS1,PS1,2MASS,,Gelino2010 ; Bardalez-Gagliuffi2014,,,,,,,,,,,,
J2028+0052,Hawley2002,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,,,Gaia1,,Zapatero-Osorio2005,,,,,,,,
J2028-5637,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J307.6784+07.8263,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J203145.49-302556.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,Gaia1,,,,,,,,,,
J2033-5635,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,,,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
J2033-3733,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J203403.24+025706.3,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J2034+0827,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J203533.57-412236.2,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J308.9834-09.7312,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J2036+1051,Reid2008,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,,,,,Miles-Paez2013,,,,,,,,
J2036-1306,Menard2002,SkiffBMK,,,,,,PPMXL,PS1,,2MASS,,,,,,Menard2002,,,,,,,,
J2037-1922,Albert2011,Albert2011,,,,,,Albert2011,PS1,,,,,,,,,,,,,,,,
J2037-4216,Luhman2014a,Luhman2014a,,,,,,Luhman2014a,,,2MASS,,Luhman2014a,,Gaia1,,,,,,,,,,
J2038-1850,Albert2011,Albert2011,,,,,,,PS1,,,,,,,,,,,,,,,,
J2038-4118,Gagne2015c,Gagne2015c,,,,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J2039-1126,Faherty2016,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,Gaia1,,,,,,,,,,
J2040+6959,Kirkpatrick2014,Kirkpatrick2014,,,,,,GagneBDs,PS1,PS1,2MASS,,Luhman2014a,,,,,,,,,,,,
J2041-3506,Cruz2007,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J2043-1551,Chiu2006,Gagne2015c,,Gagne2015c,Gagne2015c,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J310.9853+62.3470,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J204447.52-293353.6,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J2045-6332,Marocco2013,Marocco2013,,,,,Dieterich2014,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J2045-1411,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
2047-0718,Knapp2004,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Faherty2012,Goldman2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2048-1832,Albert2011,Albert2011,,,,,,Albert2011,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2048-3255,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,PS1,,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
J2048-5127,Gagne2015c,Gagne2015c,,Gagne2015c,Gagne2015c,,,,,,2MASS,,Gagne2015c,Gagne2015c,Gaia1,,,,,,,,,,
WISEA J204902.80-745613.5,Schneider2017,Schneider2017,,,,,,Schneider2017,,,2MASS,,Schneider2017,,,,,,,,,,,,
J2050-3639,Gagne2015c,Gagne2015c,,,,,,HSOY,,,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
J2051-5508,Lodieu2012,Lodieu2012,,,,,,,,,,,,,,,,,,,,,,,
J205202.06-204313.0,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J2052-1609,Chiu2006,Burgasser2010a,,,,,Dupuy2012,GagneBDs,PS1,PS1,2MASS,,Stumpf2011,,,,,,,,,,,,
J313.1577-26.0050,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
J2054+1519,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
WISEA J205628.88+145953.6,Cushing2011,Leggett2017,,,,,Dupuy2013,,PS1,,,Kirkpatrick2011,,,,,,Leggett2017,Kirkpatrick2011,,,,,,
J2057+1715,Kirkpatrick2000,Kirkpatrick2000,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
2MASS J20575409-0252302,Cruz2003,Faherty2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Faherty2012,Faherty2016,PS1,PS1,2MASS,,Cruz2007 ; Allers2013,,,Blake2010,Miles-Paez2013,,,,,,,,
2101+1756,Kirkpatrick2000,Gagne2015c,,Gagne2015c,Gagne2015c,,Vrba2004,Vrba2004,PS1,PS1,2MASS,,Gizis2003,,,,,,,,,,,,
J2101-2944,Marocco2013,Marocco2013,,,,,,GagneBDs,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
2104-1037,Cruz2003,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,Dieterich2014,GagneBDs,PS1,,2MASS,,,,,,Zapatero-Osorio2005,,,,,,,,
21050130-0533505,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,Gaia1,,,,,,,,,,
J2105-6235,Luhman2014a,Luhman2014a,,,,,,,,,,,,,,,,,,,,,,,
J316.5156+04.1173,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2107-0307,Cruz2003,Gagne2015c,,Gagne2015c,Gagne2015c,,,Jameson2008,PS1,PS1,2MASS,,Kirkpatrick2008,,Gaia1,,,,,,,,,,
J2107-4544,Reid2008,Reid2008,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
21111559-0543437,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
21115335-0644172,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
J211157.84-521111.3,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J2112-8128,Gagne2015c,Gagne2015c,,,,,,HSOY,APASS9,,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
J211219.83-491717.0,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
PSO J318.4+35,Aller2016,Aller2016,,,,,Aller2016,Aller2016,PS1,PS1,2MASS,Aller2016,,Aller2016,Gaia1,,,,,,,,,,
PSO318,Liu2013,Liu2016,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Liu2016,Liu2016,PS1,PS1,2MASS,Liu2013,Liu2016,Liu2013,,Faherty2016,,,,Liu2013,,,,,
J2114-4339,Gagne2015c,Gagne2015c,,Gagne2015c,,,,,,,2MASS,,Gagne2015c,Gagne2015c,,,,,,,,,,,
J2116-0101,Burningham2013,Burningham2013,,,,,,,PS1,PS1,,Burningham2013,,,,,,,,Burningham2013,,,,,
J211633.23+155533.4,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,Schneider2016,,,,,,,,,,,,,,
J2116-0729,Geibetaler2011,Geibetaler2011,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J211709.82-375041.1,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J319.3102-29.6682,Best2015,Best2015,,,,,,Best2015,PS1,PS1,2MASS,,,Best2015,,,,,,,,,,,
2MASS J21174252-0611132,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,Robert2016,,,,,,,,,,,,
J2118-3217,Luhman2014a,Luhman2014a,,,,,,GagneBDs,PS1,,2MASS,,,,,,,,,,,,,,
J2118-0010,Zhang2009,Zhang2009,,,,,,Zhang2009,PS1,PS1,2MASS,,,,,West2008,,,,,,,,,
HD 203030 B,Metchev2006,Metchev2006,,,,,VanLeeuwen2007,Perryman1997,PS1,,,,Metchev2006,,,,,,,,,,,,
J212013.29-371614.2,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,Gaia1,,,,,,,,,,
J2120+2652,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
21203483-0747378,Geissler2011,Kellogg2015,,,,,,HSOY,PS1,PS1,2MASS,,,,HSOY,,,,,,,,,,
J2121-6239,Kirkpatrick2016,Kirkpatrick2016,,,,,,,,,,,,,,,,,,,,,,,
J212241.85-594030.1,Schneider2016,Schneider2016,,,,,,Schneider2016,,,Schneider2016,,,,,,,,,,,,,,
J2122+0429,Albert2011,Albert2011,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J2123-3614,Mace2013,Mace2013,,,,,,,,PS1,2MASS,,,,,,,Mace2013,Mace2013,,,,,,
J2123-3652,Luhman2014a,Luhman2014a,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
J2124+0059,Knapp2004,Burgasser2006,,,,,,Jameson2008,PS1,,2MASS,,,,,,,,,,,,,,
J321.1619+18.8243,Best2015,Best2015,,,,,,Best2015,PS1,PS1,Best2015,,,,,,,,,,,,,,
2MASS J21265040-8140293,Reid2008,Cruz2009,Filippazzo2015,Filippazzo2015,Faherty2016,Faherty2016,Faherty2016,Faherty2016,,,2MASS,,Cruz2009,,,Faherty2016,,,,,,,,,
J2126+7617,Kirkpatrick2010,Kirkpatrick2010,,,,,,GagneBDs,PS1,PS1,2MASS,,Kirkpatrick2010,,,,,,,,,,,,
J2127+0023,Albert2011,Albert2011,,,,,,Albert2011,SDSS9,PS1,,,,,,,,,,,,,,,
2127-4215,Gagne2015c,Gagne2015c,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,HSOY,,,2MASS,,Gagne2015c,Gagne2015c,HSOY,,,,,,,,,,
J2130-0845,Kirkpatrick2008,Kirkpatrick2008,,,,,,Jameson2008,,PS1,2MASS,,,,,,,,,,,,,,
J2131-0014,Scholz2009,Scholz2009,,,,,,Scholz2009,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2131-0119,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2132+1341,Cruz2007,Gagne2015c,,Gagne2015c,Gagne2015c,,Dupuy2012,Siegler2007,PS1,PS1,2MASS,,Siegler2007,,,,,,,,,,,,
J2132+1029,Chiu2006,Faherty2016,Gagne2015c,Gagne2015c,Gagne2015c,Gagne2015c,,Faherty2016,PS1,PS1,2MASS,,Faherty2016,Gagne2015c,,,,,,,,,,,
2MASS J21324898-1452544,Robert2016,Robert2016,,,,,,Robert2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2133+1018,Chiu2006,Chiu2006,,,,,,GagneBDs,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2134+7132,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,,,,,,,,,,,
J2134-7137,Kirkpatrick2011,Kirkpatrick2011,,,,,,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,Kirkpatrick2011,Kirkpatrick2011,,,,,,
J213512.09-043155.0,Schneider2016,Schneider2016,,,,,,Schneider2016,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2135+7312,Kirkpatrick2016,Kirkpatrick2016,,,,,,,PS1,PS1,,,,,Gaia1,,,,,,,,,,
J2137+1450,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2137+0808,Reid2008,Reid2008,,,,,,Jameson2008,PS1,PS1,2MASS,,,,,,,,,,,,,,
J2139-3529,Martin2010,Martin2010,,,,,,GagneBDs,,,2MASS,,,,,,,,,,,,,,
21392224+1124323,Kellogg2015,Kellogg2015,,,,,,,PS1,PS1,2MASS,,,,,,,,,,,,,,
2139+0220,Reid2008,Burgasser2006,Filippazzo2015,Filippazzo2015,Filippazzo2015,Filippazzo2015,,GagneBDs,PS1,PS1,2MASS,,Burgasser2010a,,,,,,,,Radigan2014b,Radigan2012,,,
